EventID,Timestamp,Source,Message
4625,2026-09-21 07:47:14,SERVER01,Account Name: manager1 | Source Network Address: 192.168.77.58 | Reason: Password Expired | Logon Type: 3
4625,2026-09-22 04:51:43,SERVER01,Account Name: service_account | Source Network Address: 192.168.29.104 | Reason: Password Expired | Logon Type: 3
4625,2026-09-20 20:42:24,DC1,Account Name: alice.williams | Source Network Address: 192.168.53.201 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 09:49:50,WORKSTATION02,Account Name: admin | Source Network Address: 192.168.122.52 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-21 19:06:03,EXCHANGE01,Account Name: manager1 | Source Network Address: 192.168.31.227 | Successful Logon | Logon Type: 3
4624,2026-09-20 23:52:42,SERVER02,Account Name: admin | Source Network Address: 192.168.47.49 | Successful Logon | Logon Type: 3
4625,2026-09-21 13:01:10,SERVER02,Account Name: carlos.lopez | Source Network Address: 192.168.167.8 | Reason: Account Disabled | Logon Type: 3
4624,2026-09-22 07:06:01,SERVER02,Account Name: john.doe | Source Network Address: 192.168.21.72 | Successful Logon | Logon Type: 3
4625,2026-09-21 19:26:19,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.221.27 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 09:24:21,WORKSTATION02,Account Name: admin | Source Network Address: 192.168.118.210 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 14:52:22,DC1,Account Name: service_account | Source Network Address: 192.168.151.163 | Reason: Password Expired | Logon Type: 3
4625,2026-09-20 21:06:09,DC2,Account Name: admin | Source Network Address: 192.168.53.37 | Reason: Account Disabled | Logon Type: 3
4624,2026-09-20 20:50:01,DC2,Account Name: john.doe | Source Network Address: 192.168.70.221 | Successful Logon | Logon Type: 3
4625,2026-09-20 23:21:45,DC2,Account Name: john.doe | Source Network Address: 192.168.95.145 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 23:24:32,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.147.35 | Reason: Password Expired | Logon Type: 3
4624,2026-09-21 22:58:35,DC3,Account Name: dba_user | Source Network Address: 192.168.249.132 | Successful Logon | Logon Type: 3
4625,2026-09-21 01:01:18,DC2,Account Name: john.doe | Source Network Address: 192.168.249.3 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 04:40:44,DC3,Account Name: jane.smith | Source Network Address: 192.168.102.8 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 14:51:54,DC3,Account Name: admin | Source Network Address: 192.168.24.214 | Reason: Password Expired | Logon Type: 3
4625,2026-09-22 00:45:43,DC1,Account Name: service_account | Source Network Address: 192.168.139.90 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 07:55:05,WORKSTATION01,Account Name: service_account | Source Network Address: 192.168.6.34 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 08:05:26,SERVER02,Account Name: admin | Source Network Address: 192.168.33.222 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 18:41:39,DC3,Account Name: admin | Source Network Address: 192.168.71.214 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 23:43:47,SERVER01,Account Name: john.doe | Source Network Address: 192.168.199.116 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 02:19:46,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.170.9 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 18:31:00,SERVER02,Account Name: john.doe | Source Network Address: 192.168.70.139 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 06:18:23,SERVER01,Account Name: john.doe | Source Network Address: 192.168.94.86 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 23:55:32,WORKSTATION02,Account Name: admin | Source Network Address: 192.168.74.188 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-22 18:14:53,SERVER01,Account Name: admin | Source Network Address: 192.168.45.210 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 22:24:52,SERVER02,Account Name: service_account | Source Network Address: 192.168.91.166 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 12:07:27,SERVER02,Account Name: test_user | Source Network Address: 192.168.127.80 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 13:15:37,EXCHANGE01,Account Name: admin | Source Network Address: 192.168.160.134 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 03:41:45,WORKSTATION01,Account Name: admin | Source Network Address: 192.168.51.104 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 09:18:46,SERVER02,Account Name: john.doe | Source Network Address: 192.168.182.185 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 17:07:45,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.44.126 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-21 02:16:18,DC3,Account Name: admin | Source Network Address: 192.168.240.15 | Successful Logon | Logon Type: 3
4625,2026-09-21 22:32:54,WORKSTATION02,Account Name: bob.johnson | Source Network Address: 192.168.38.76 | Reason: Logon Type Not Allowed | Logon Type: 3
4624,2026-09-22 07:44:28,WORKSTATION01,Account Name: dba_user | Source Network Address: 192.168.51.101 | Successful Logon | Logon Type: 3
4624,2026-09-21 00:51:58,DC1,Account Name: test_user | Source Network Address: 192.168.40.179 | Successful Logon | Logon Type: 3
4625,2026-09-21 17:59:36,EXCHANGE01,Account Name: service_account | Source Network Address: 192.168.198.80 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-22 15:01:41,DC2,Account Name: admin | Source Network Address: 192.168.172.225 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 10:46:50,SERVER01,Account Name: admin | Source Network Address: 192.168.136.120 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 09:26:21,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.86.31 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-20 22:51:41,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.155.131 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-21 02:08:35,SERVER02,Account Name: jane.smith | Source Network Address: 192.168.7.81 | Successful Logon | Logon Type: 3
4625,2026-09-22 07:18:40,SERVER01,Account Name: jane.smith | Source Network Address: 192.168.175.183 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-20 23:19:36,DC3,Account Name: backup_user | Source Network Address: 192.168.107.41 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 07:12:34,DC1,Account Name: jane.smith | Source Network Address: 192.168.83.132 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 04:58:12,DC1,Account Name: carlos.lopez | Source Network Address: 192.168.247.75 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 13:18:45,DC2,Account Name: admin | Source Network Address: 192.168.10.136 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 15:03:43,WORKSTATION02,Account Name: john.doe | Source Network Address: 192.168.17.149 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-22 00:58:41,WORKSTATION01,Account Name: alice.williams | Source Network Address: 192.168.46.231 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 08:06:00,DC3,Account Name: test_user | Source Network Address: 192.168.82.75 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 11:28:00,DC2,Account Name: admin | Source Network Address: 192.168.72.195 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-22 04:09:31,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.4.228 | Reason: Password Expired | Logon Type: 3
4624,2026-09-21 13:02:18,SERVER01,Account Name: john.doe | Source Network Address: 192.168.189.49 | Successful Logon | Logon Type: 3
4625,2026-09-21 08:11:05,WORKSTATION01,Account Name: service_account | Source Network Address: 192.168.73.190 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 19:22:05,EXCHANGE01,Account Name: bob.johnson | Source Network Address: 192.168.28.53 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 07:03:48,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.244.63 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 00:38:42,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.65.230 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 04:13:12,DC1,Account Name: john.doe | Source Network Address: 192.168.181.222 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 13:46:49,WORKSTATION02,Account Name: john.doe | Source Network Address: 192.168.41.183 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-22 19:07:42,DC1,Account Name: service_account | Source Network Address: 192.168.43.228 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 05:16:54,DC1,Account Name: backup_user | Source Network Address: 192.168.205.246 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 04:51:50,DC2,Account Name: carlos.lopez | Source Network Address: 192.168.200.109 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 18:43:32,SERVER01,Account Name: manager1 | Source Network Address: 192.168.176.36 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-21 00:39:06,WORKSTATION02,Account Name: service_account | Source Network Address: 192.168.132.157 | Successful Logon | Logon Type: 3
4625,2026-09-22 09:35:33,SERVER02,Account Name: manager1 | Source Network Address: 192.168.149.200 | Reason: Password Expired | Logon Type: 3
4624,2026-09-21 00:54:00,WORKSTATION01,Account Name: manager1 | Source Network Address: 192.168.18.209 | Successful Logon | Logon Type: 3
4625,2026-09-22 14:43:06,EXCHANGE01,Account Name: service_account | Source Network Address: 192.168.227.194 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 21:26:30,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.125.20 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 11:10:45,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.187.250 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 05:58:17,WORKSTATION02,Account Name: admin | Source Network Address: 192.168.39.71 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 17:38:42,EXCHANGE01,Account Name: admin | Source Network Address: 192.168.70.12 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-22 15:21:27,DC2,Account Name: john.doe | Source Network Address: 192.168.158.34 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-22 13:43:37,DC2,Account Name: alice.williams | Source Network Address: 192.168.119.17 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-22 03:46:27,DC1,Account Name: service_account | Source Network Address: 192.168.9.183 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 13:10:10,WORKSTATION01,Account Name: backup_user | Source Network Address: 192.168.227.250 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 00:33:45,EXCHANGE01,Account Name: service_account | Source Network Address: 192.168.244.149 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-22 08:36:35,SERVER02,Account Name: jane.smith | Source Network Address: 192.168.229.119 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 14:10:54,WORKSTATION01,Account Name: jane.smith | Source Network Address: 192.168.195.180 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 11:19:28,DC1,Account Name: jane.smith | Source Network Address: 192.168.245.180 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-20 23:29:09,DC3,Account Name: root | Source Network Address: 192.168.118.6 | Successful Logon | Logon Type: 3
4624,2026-09-22 13:27:18,WORKSTATION02,Account Name: backup_user | Source Network Address: 192.168.41.212 | Successful Logon | Logon Type: 3
4625,2026-09-21 12:02:59,EXCHANGE01,Account Name: service_account | Source Network Address: 192.168.25.218 | Reason: Logon Type Not Allowed | Logon Type: 3
4624,2026-09-21 17:05:08,DC3,Account Name: bob.johnson | Source Network Address: 192.168.146.2 | Successful Logon | Logon Type: 3
4624,2026-09-22 11:28:58,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.195.54 | Successful Logon | Logon Type: 3
4625,2026-09-22 10:42:49,DC1,Account Name: admin | Source Network Address: 192.168.213.44 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 12:34:20,SERVER01,Account Name: john.doe | Source Network Address: 192.168.193.252 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-20 23:06:12,SERVER02,Account Name: john.doe | Source Network Address: 192.168.41.251 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 10:02:43,SERVER02,Account Name: admin | Source Network Address: 192.168.213.42 | Reason: Logon Type Not Allowed | Logon Type: 3
4624,2026-09-20 22:17:31,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.181.224 | Successful Logon | Logon Type: 3
4625,2026-09-21 21:44:15,DC3,Account Name: john.doe | Source Network Address: 192.168.97.197 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-20 22:29:11,WORKSTATION02,Account Name: service_account | Source Network Address: 192.168.166.233 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 14:13:30,DC1,Account Name: service_account | Source Network Address: 192.168.47.17 | Reason: Password Expired | Logon Type: 3
4625,2026-09-20 19:38:12,DC2,Account Name: carlos.lopez | Source Network Address: 192.168.65.254 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 10:26:33,DC3,Account Name: backup_user | Source Network Address: 192.168.82.171 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 02:03:28,SERVER02,Account Name: john.doe | Source Network Address: 192.168.37.51 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-22 01:34:06,WORKSTATION02,Account Name: service_account | Source Network Address: 192.168.24.7 | Reason: Password Expired | Logon Type: 3
4625,2026-09-20 21:32:48,WORKSTATION02,Account Name: test_user | Source Network Address: 192.168.204.67 | Reason: Logon Type Not Allowed | Logon Type: 3
4624,2026-09-21 20:48:39,SERVER02,Account Name: john.doe | Source Network Address: 192.168.22.163 | Successful Logon | Logon Type: 3
4625,2026-09-22 06:49:03,DC3,Account Name: dba_user | Source Network Address: 192.168.90.199 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 03:01:45,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.144.206 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 14:44:38,DC1,Account Name: service_account | Source Network Address: 192.168.252.212 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 04:05:02,DC2,Account Name: admin | Source Network Address: 192.168.137.231 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-20 21:41:57,DC3,Account Name: admin | Source Network Address: 192.168.94.240 | Reason: Password Expired | Logon Type: 3
4625,2026-09-20 22:15:56,WORKSTATION02,Account Name: backup_user | Source Network Address: 192.168.66.201 | Reason: Password Expired | Logon Type: 3
4624,2026-09-21 18:11:37,DC1,Account Name: service_account | Source Network Address: 192.168.90.2 | Successful Logon | Logon Type: 3
4625,2026-09-22 06:31:02,DC3,Account Name: carlos.lopez | Source Network Address: 192.168.107.183 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 15:38:40,WORKSTATION01,Account Name: admin | Source Network Address: 192.168.87.41 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 06:55:21,DC2,Account Name: john.doe | Source Network Address: 192.168.201.51 | Reason: Password Expired | Logon Type: 3
4625,2026-09-22 15:02:23,WORKSTATION01,Account Name: john.doe | Source Network Address: 192.168.45.234 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-21 04:08:53,SERVER01,Account Name: admin | Source Network Address: 192.168.109.141 | Successful Logon | Logon Type: 3
4625,2026-09-22 08:01:06,EXCHANGE01,Account Name: manager1 | Source Network Address: 192.168.246.3 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 00:04:59,SERVER02,Account Name: root | Source Network Address: 192.168.29.86 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 12:10:15,DC3,Account Name: jane.smith | Source Network Address: 192.168.164.133 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-22 02:16:23,DC3,Account Name: john.doe | Source Network Address: 192.168.61.125 | Reason: Account Disabled | Logon Type: 3
4624,2026-09-21 23:18:28,DC2,Account Name: john.doe | Source Network Address: 192.168.165.141 | Successful Logon | Logon Type: 3
4625,2026-09-22 16:29:38,SERVER01,Account Name: john.doe | Source Network Address: 192.168.62.85 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 02:37:52,WORKSTATION02,Account Name: root | Source Network Address: 192.168.54.225 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-20 23:34:17,DC1,Account Name: root | Source Network Address: 192.168.137.162 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-22 00:30:10,DC3,Account Name: bob.johnson | Source Network Address: 192.168.14.215 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 07:24:07,DC2,Account Name: service_account | Source Network Address: 192.168.253.42 | Reason: Account Locked Out | Logon Type: 3
4624,2026-09-22 14:42:28,WORKSTATION01,Account Name: service_account | Source Network Address: 192.168.165.52 | Successful Logon | Logon Type: 3
4625,2026-09-21 07:30:57,WORKSTATION01,Account Name: bob.johnson | Source Network Address: 192.168.53.244 | Reason: Account Disabled | Logon Type: 3
4624,2026-09-20 20:21:23,DC1,Account Name: test_user | Source Network Address: 192.168.191.76 | Successful Logon | Logon Type: 3
4625,2026-09-22 13:12:54,EXCHANGE01,Account Name: john.doe | Source Network Address: 192.168.19.171 | Reason: Account Disabled | Logon Type: 3
4624,2026-09-22 03:27:15,WORKSTATION02,Account Name: admin | Source Network Address: 192.168.210.102 | Successful Logon | Logon Type: 3
4625,2026-09-21 05:51:29,SERVER02,Account Name: service_account | Source Network Address: 192.168.164.219 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-22 13:04:39,DC2,Account Name: admin | Source Network Address: 192.168.95.120 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 08:17:41,WORKSTATION02,Account Name: bob.johnson | Source Network Address: 192.168.198.94 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-20 20:45:29,SERVER01,Account Name: dba_user | Source Network Address: 192.168.58.110 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-20 20:56:05,WORKSTATION02,Account Name: service_account | Source Network Address: 192.168.201.94 | Reason: Password Expired | Logon Type: 3
4625,2026-09-21 00:52:40,SERVER02,Account Name: admin | Source Network Address: 192.168.15.192 | Reason: Account Locked Out | Logon Type: 3
4625,2026-09-21 00:44:35,WORKSTATION01,Account Name: test_user | Source Network Address: 192.168.11.119 | Reason: Password Expired | Logon Type: 3
4625,2026-09-20 21:16:56,SERVER02,Account Name: admin | Source Network Address: 192.168.172.236 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 04:26:44,SERVER01,Account Name: service_account | Source Network Address: 192.168.77.32 | Reason: Password Expired | Logon Type: 3
4624,2026-09-22 14:05:15,DC1,Account Name: john.doe | Source Network Address: 192.168.183.45 | Successful Logon | Logon Type: 3
4624,2026-09-21 17:36:17,SERVER01,Account Name: admin | Source Network Address: 192.168.78.121 | Successful Logon | Logon Type: 3
4625,2026-09-22 17:40:36,EXCHANGE01,Account Name: service_account | Source Network Address: 192.168.78.188 | Reason: Incorrect Password | Logon Type: 3
4624,2026-09-21 19:08:50,WORKSTATION02,Account Name: john.doe | Source Network Address: 192.168.199.238 | Successful Logon | Logon Type: 3
4625,2026-09-22 19:14:28,SERVER02,Account Name: manager1 | Source Network Address: 192.168.21.62 | Reason: Account Disabled | Logon Type: 3
4625,2026-09-21 09:48:28,DC2,Account Name: john.doe | Source Network Address: 192.168.171.250 | Reason: Logon Type Not Allowed | Logon Type: 3
4624,2026-09-21 01:21:10,SERVER01,Account Name: service_account | Source Network Address: 192.168.111.243 | Successful Logon | Logon Type: 3
4625,2026-09-22 18:54:01,EXCHANGE01,Account Name: bob.johnson | Source Network Address: 192.168.208.65 | Reason: Logon Type Not Allowed | Logon Type: 3
4625,2026-09-21 22:32:54,SERVER01,Account Name: service_account | Source Network Address: 192.168.135.36 | Reason: Incorrect Password | Logon Type: 3
4625,2026-09-21 12:39:21,SERVER02,Account Name: john.doe | Source Network Address: 192.168.221.28 | Reason: Password Expired | Logon Type: 3
4624,2026-09-22 12:54:10,WORKSTATION01,Account Name: service_account | Source Network Address: 192.168.221.125 | Successful Logon | Logon Type: 3
